PIC18LF4580;1A80;pic_41
PIC18LF4585;0EA0;pic_46
PIC18LF45J10;1C60;pic_52
PIC18LF45J11;4EC0;pic_81
PIC18LF45J50;4D40;pic_85
PIC18LF4610;0C20;pic_38
PIC18LF4620;0C00;pic_39
PIC18LF4680;0E80;pic_45
PIC18LF4682;2740;pic_48
PIC18LF4685;2760;pic_47
PIC18LF46J11;4EE0;pic_82
PIC18LF46J50;4D60;pic_84
PIC18LF63J11;3900;pic_62
PIC18LF63J90;3800;pic_62
PIC18LF64J11;3920;pic_80
PIC18LF64J90;3820;pic_50
PIC18LF65J11;3960;pic_52
PIC18LF65J90;3860;pic_52
PIC18LF66J10;1560;pic_54
PIC18LF83J11;3980;pic_63
PIC18LF83J90;3880;pic_62
PIC18LF84J11;39A0;pic_64
PIC18LF84J90;38A0;pic_50
PIC18LF85J11;39E0;pic_65
PIC18LF85J90;38E0;pic_52
rfPIC12C509AF;0000;
rfPIC12C509AG;0000;
