ATF16LV8C;0000;atf16V8c_acw
ATF16LV8CZ;0000;atf16V8c_acw
ATF16LV8CEXT;0000;atf16V8c_acw
ATF16V8B;0000;gal2_acw
ATF16V8BL;0000;gal2_acw
ATF16V8BQ;0000;gal2_acw
ATF16V8BQL;0000;gal2_acw
ATF16V8C;0000;atf16V8c_acw
ATF16V8CZ;0000;atf16V8c_acw
ATF16V8CEXT;0000;atf16V8c_acw
ATF20V8B;0000;gal4_acw
ATF20V8BL;0000;gal4_acw
ATF20V8BQ;0000;gal4_acw
ATF20V8BQL;0000;gal4_acw
ATF22V10B;0000;gal5_acw
ATF22V10BL;0000;gal5_acw
ATF22V10BQ;0000;gal5_acw
ATF22V10BQL;0000;gal5_acw
ATF22V10C;0000;atf22v10c_acw
ATF22V10C(UES);0000;atf22v10c_acw
ATF22V10CEXT;0000;atf22v10c_acw
ATF22V10CQ;0000;atf22v10c_acw
ATF22V10CQ(UES);0000;atf22v10c_acw
ATF22V10CQZ;0000;atf22v10c_acw
ATF22V10CQZ(UES);0000;atf22v10c_acw
ATF22V10CZ;0000;atf22v10c_acw
ATF22V10CZ(UES);0000;atf22v10c_acw
GAL16V8;0000;gal1_acw
GAL16V8A;0000;gal2_acw
GAL16V8B;0000;gal2_acw
GAL16V8C;0000;gal2_acw
GAL16V8D;0000;gal2_acw
GAL20V8;0000;gal3_acw
GAL20V8A;0000;gal4_acw
GAL20V8B;0000;gal4_acw
GAL20V8C;0000;gal4_acw
GAL20V8D;0000;gal4_acw
GAL22V10;0000;gal5_acw
GAL22V10B;0000;gal5_acw
GAL22V10C;0000;gal5_acw
GAL22V10D;0000;gal5_acw
ATF750C;0000;atf750c_acw
ATF750CL;0000;atf750c_acw
ATF750LVC;0000;atf750c_acw
ATF750LVCL;0000;atf750c_acw
ATF750C(MODE-V750);0000;atf750c_acw
ATF750CL(MODE-V750);0000;atf750c_acw
ATF750LVC(MODE-V750);0000;atf750c_acw
ATF750LVCL(MODE-V750);0000;atf750c_acw
ATF750C(MODE-V750B);0000;atf750c_acw
ATF750CL(MODE-V750B);0000;atf750c_acw
ATF750LVC(MODE-V750B);0000;atf750c_acw
ATF750LVCL(MODE-V750B);0000;atf750c_acw
ATF750CEXT;0000;atf750c_acw
ATF750LVCEXT;0000;atf750c_acw
AT89C1051;1E11;at89_1
AT89C1051U;1E12;at89_1
AT89C2051;1E21;at89_1
AT89C2051x2;1E22;at89_1
AT89C4051;1E41;at89_1
AT89C51;1E51FF;at89_2
AT89C51RC;1E5107;at89_2
AT89C52;1E52FF;at89_2
AT89C55;1E55FF;at89_2
AT89C55WD;1E5506;at89_2
AT89LS51;1E5106;at89_2
AT89LS52;1E5206;at89_2
AT89LS53;1E63;at89_3
AT89LS8252;1E82;at89_3
AT89LS8253;1E83;at89_4
AT89LV51;1E61FF;at89_2
AT89LV52;1E62FF;at89_2
AT89LV55;1E65FF;at89_2
AT89S51;1E5106;at89_2
AT89S52;1E5206;at89_2
AT89S53;1E53;at89_3
AT89S8252;1E72;at89_3
AT89S8253;1E73;at89_4
AT90S1200;1E9001;at90_2
AT90S2313;1E9101;at90_2
AT90LS2313;1E9101;at90_2
AT90S2333;1E9105;at90_2
AT90LS2333;1E9105;at90_2
AT90S4414;1E9201;at90_3
AT90LS4414;1E9201;at90_3
AT90S4433;1E9203;at90_3
AT90LS4433;1E9203;at90_3
AT90S4434;1E9202;at90_3
AT90LS4434;1E9203;at90_3
AT90S8515;1E9301;at90_3
AT90LS8515;1E9301;at90_3
AT90S8535;1E9303;at90_3
AT90LS8535;1E9303;at90_3
AT90SLS2313;1E9101;at90_2
AT90SLS2333;1E9105;at90_2
AT90SLS4414;1E9201;at90_3
AT90SLS4433;1E9203;at90_3
AT90SLS4434;1E9203;at90_3
AT90SLS8515;1E9301;at90_3
AT90SLS8535;1E9303;at90_3
ATMEGA1284;1E9706;avr_13
ATMEGA1284P;1E9705;avr_13
ATMEGA128;1E9702;avr_16
ATMEGA128A;1E9702;avr_13
ATMEGA128L;1E9702;avr_13
ATMEGA162;1E9404;avr_12
ATMEGA162V;1E9404;avr_12
ATMEGA164A;1E940F;avr_13
ATMEGA164PA;1E940A;avr_13
ATMEGA165A;1E9407;avr_14
ATMEGA165P;1E9405;avr_14
ATMEGA165PA;1E9407;avr_14
ATMEGA165PV;1E9405;avr_14
ATMEGA168;1E9406;avr_10
ATMEGA168A;1E9406;avr_10
ATMEGA168PA;1E940B;avr_10
ATMEGA168V;1E9406;avr_10
ATMEGA168P;1E940B;avr_10
ATMEGA168PB;1E9415;avr_10
ATMEGA168PV;1E940B;avr_10
ATMEGA169A;1E9405;avr_14
ATMEGA169P;1E9405;avr_14
ATMEGA169PA;1E9405;avr_14
ATMEGA169PV;1E9405;avr_14
ATMEGA16;1E9403;avr_8
ATMEGA16A;1E9403;avr_8
ATMEGA16L;1E9403;avr_8
ATMEGA324A;1E9515;avr_13
ATMEGA324PA;1E9511;avr_13
ATMEGA325A;1E950D;avr_14
ATMEGA325PA;1E950D;avr_14
ATMEGA328;1E9514;avr_11
ATMEGA328P;1E950F;avr_11
ATMEGA328PB;1E9516;avr_17
ATMEGA329A;1E950B;avr_13
ATMEGA329PA;1E950B;avr_13
ATMEGA32;1E9502;avr_18
ATMEGA32A;1E9502;avr_18
ATMEGA32L;1E9502;avr_18
ATMEGA48;1E9205;avr_4
ATMEGA48A;1E9205;avr_4
ATMEGA48P;1E920A;avr_4
ATMEGA48PA;1E920A;avr_4
ATMEGA48V;1E9205;avr_4
ATMEGA48PB;1E9210;avr_4
ATMEGA48PV;1E920A;avr_4
ATMEGA644A;1E9609;avr_13
ATMEGA644PA;1E960A;avr_13
ATMEGA645A;1E960D;avr_14
ATMEGA645P;1E960D;avr_14
ATMEGA649A;1E960B;avr_13
ATMEGA649P;1E960B;avr_13
ATMEGA64;1E9602;avr_16
ATMEGA64A;1E9602;avr_16
ATMEGA64L;1E9602;avr_16
ATMEGA8515;1E9306;avr_9
ATMEGA8515L;1E9306;avr_9
ATMEGA8535;1E9308;avr_15
ATMEGA8535L;1E9308;avr_15
ATMEGA88;1E930A;avr_10
ATMEGA88A;1E930A;avr_10
ATMEGA88PA;1E930F;avr_10
ATMEGA88V;1E930A;avr_10
ATMEGA88P;1E930A;avr_10
ATMEGA88PB;1E9316;avr_10
ATMEGA88PV;1E930F;avr_10
ATMEGA8;1E9307;avr_15
ATMEGA8A;1E9307;avr_15
ATMEGA8L;1E9307;avr_15
ATTINY11;1E9004;at90_1
ATTINY11L;1E9004;at90_1
ATTINY12;1E9005;avr_1
ATTINY12L;1E9005;avr_1
ATTINY12V;1E9005;avr_1
ATTINY13;1E9007;avr_5
ATTINY13A;1E9007;avr_5
ATTINY13V;1E9007;avr_5
ATTINY15;1E9006;avr_2
ATTINY15L;1E9006;avr_2
ATTINY2313;1E910A;avr_6
ATTINY2313A;1E910A;avr_6
ATTINY2313V;1E910A;avr_6
ATTINY24;1E910B;avr_4
ATTINY24A;1E910B;avr_4
ATTINY24V;1E910B;avr_4
ATTINY25;1E9108;avr_6
ATTINY25V;1E9108;avr_6
ATTINY26;1E9109;avr_7
ATTINY26L;1E9109;avr_7
ATTINY28L;1E9107;avr_3
ATTINY28V;1E9107;avr_3
ATTINY4313;1E920D;avr_6
ATTINY44;1E9207;avr_4
ATTINY44A;1E9207;avr_4
ATTINY44V;1E9207;avr_4
ATTINY45;1E9206;avr_6
ATTINY45V;1E9206;avr_6
ATTINY84;1E930C;avr_4
ATTINY84A;1E930C;avr_4
ATTINY84V;1E930C;avr_4
ATTINY85;1E930B;avr_6
ATTINY85V;1E930B;avr_6
PIC10F200;0000;pic_1
PIC10F202;0000;pic_2
PIC10F204;0000;pic_1
PIC10F206;0000;pic_2
PIC10F220;0000;pic_3
PIC10F222;0000;pic_4
PIC12C508;0000;
PIC12C508A;0000;
PIC12C509;0000;
PIC12C509A;0000;
PIC12C671;0000;
PIC12C672;0000;
PIC12CE518;0000;
PIC12CE519;0000;
PIC12CE673;0000;
PIC12CE674;0000;
PIC12F1822;0138;pic_13
PIC12F508;0000;pic_6
PIC12F509;0000;pic_7
PIC12F510;0000;pic_5
PIC12F519;0000;pic_8
PIC12F609;2240;pic_12
PIC12F615;2180;pic_12
PIC12F629;0F80;pic_11
PIC12F635;0FA0;pic_9
PIC12F675;0FC0;pic_11
PIC12F683;0460;pic_10
PIC12HV609;2280;pic_12
PIC12HV615;21A0;pic_12
PIC12LC508;0000;
PIC12LC508A;0000;
PIC12LC509;0000;
PIC12LC509A;0000;
PIC12LC671;0000;
PIC12LC672;0000;
PIC12LCE518;0000;
PIC12LCE519;0000;
PIC12LF1822;0140;pic_13
PIC12LF508;0000;pic_6
PIC12LF509;0000;pic_7
PIC12LF519;0000;pic_8
PIC16C505;0000;
PIC16C54;0000;
PIC16C54A;0000;
PIC16C54B;0000;
PIC16C54C;0000;
PIC16C55;0000;
PIC16C554;0000;
PIC16C558;0000;
PIC16C55A;0000;
PIC16C56;0000;
PIC16C56A;0000;
PIC16C57;0000;
PIC16C57C;0000;
PIC16C58A;0000;
PIC16C58B;0000;
PIC16C61;0000;
PIC16C62;0000;
PIC16C620;0000;
PIC16C620A;0000;
PIC16C621;0000;
PIC16C621A;0000;
PIC16C622;0000;
PIC16C622A;0000;
PIC16C62A;0000;
PIC16C62B;0000;
PIC16C63;0000;
PIC16C63A;0000;
PIC16C64;0000;
PIC16C64A;0000;
PIC16C65;0000;
PIC16C65A;0000;
PIC16C65B;0000;
PIC16C66;0000;
PIC16C67;0000;
PIC16C71;0000;
PIC16C710;0000;
PIC16C711;0000;
PIC16C712;0000;
PIC16C716;0000;
PIC16C717;0000;
PIC16C72;0000;
PIC16C72A;0000;
PIC16C73;0000;
PIC16C73A;0000;
PIC16C73B;0000;
PIC16C74;0000;
PIC16C745;0B60;
PIC16C74A;0000;
PIC16C74B;0000;
PIC16C76;0000;
PIC16C765;0000;
PIC16C77;0000;
PIC16C770;0000;
PIC16C771;0000;
PIC16C773;0000;
PIC16C774;0000;
PIC16C781;0000;
PIC16C782;0000;
PIC16CE623;0000;
PIC16CE624;0000;
PIC16CE625;0000;
PIC16CR54A;0000;
PIC16CR54B;0000;
PIC16CR54C;0000;
PIC16CR56A;0000;
PIC16CR57B;0000;
PIC16CR57C;0000;
PIC16CR58A;0000;
PIC16CR58B;0000;
PIC16F1823;0139;pic_13
PIC16F1824;013A;pic_13
PIC16F1825;013B;pic_13
PIC16F1826;013C;pic_13
PIC16F1827;013D;pic_13
PIC16F1828;013E;pic_13
PIC16F1829;013F;pic_13
PIC16F505;0000;pic_18
PIC16F506;0000;pic_15
PIC16F526;0000;pic_27
PIC16F54;0000;pic_16
PIC16F57;0000;pic_17
PIC16F59;0000;pic_17
PIC16F610;2260;pic_12
PIC16F616;1240;pic_12
PIC16F627A;1040;pic_21
PIC16F628A;1060;pic_21
PIC16F630;10C0;pic_11
PIC16F631;1420;pic_10
PIC16F636;10A0;pic_9
PIC16F639;10A0;pic_9
PIC16F648A;1100;pic_21
PIC16F676;10E0;pic_11
PIC16F677;1440;pic_10
PIC16F684;1080;pic_10
PIC16F685;04A0;pic_10
PIC16F687;1320;pic_10
PIC16F688;1180;pic_10
PIC16F689;1340;pic_10
PIC16F690;1400;pic_10
PIC16F716;1140;pic_26
PIC16F72;00A0;pic_19
PIC16F722;1880;
PIC16F722A;1B20;
PIC16F723;1860;
PIC16F723A;1B00;
PIC16F724;1840;
PIC16F726;1820;
PIC16F727;1800;
PIC16F73;0600;pic_19
PIC16F737;0BA0;pic_22
PIC16F74;0620;pic_19
PIC16F747;0BE0;pic_22
PIC16F76;0640;pic_19
PIC16F767;0EA0;pic_22
PIC16F77;0660;pic_19
PIC16F777;0DE0;pic_22
PIC16F785;1200;pic_10
PIC16F818;04C0;pic_23
PIC16F819;04E0;pic_23
PIC16F83;0000;
PIC16F84;0000;
PIC16F84A;0560;pic_23
PIC16F87;0720;pic_14
PIC16F870;0D00;pic_25
PIC16F871;0D20;pic_25
PIC16F872;08E0;pic_25
PIC16F873;0960;pic_25
PIC16F873A;0E40;pic_24
PIC16F874;0920;pic_25
PIC16F874A;0E60;pic_24
PIC16F876;09E0;pic_25
PIC16F876A;0E00;pic_24
PIC16F877;09A0;pic_25
PIC16F877A;0E20;pic_24
PIC16F88;0760;pic_14
PIC16F882;2000;pic_20
PIC16F883;2020;pic_20
PIC16F884;2040;pic_20
PIC16F886;2060;pic_20
PIC16F887;2080;pic_20
PIC16F913;13E0;pic_9
PIC16F914;13C0;pic_9
PIC16F916;13A0;pic_9
PIC16F917;1380;pic_9
PIC16F946;1460;pic_9
PIC16HV610;22A0;pic_12
PIC16HV616;1260;pic_12
PIC16HV785;1220;pic_10
PIC16LC505;0000;
PIC16LC54;0000;
PIC16LC54A;0000;
PIC16LC54C;0000;
PIC16LC55;0000;
PIC16LC554;0000;
PIC16LC558;0000;
PIC16LC56A;0000;
PIC16LC58A;0000;
PIC16LC58B;0000;
PIC16LC620;0000;
PIC16LC620A;0000;
PIC16LC621A;0000;
PIC16LC622;0000;
PIC16LC622A;0000;
PIC16LC62A;0000;
PIC16LC62B;0000;
PIC16LC63;0000;
PIC16LC63A;0000;
PIC16LC64A;0000;
PIC16LC65A;0000;
PIC16LC65B;0000;
PIC16LC66;0000;
PIC16LC67;0000;
PIC16LC71;0000;
PIC16LC710;0000;
PIC16LC711;0000;
PIC16LC712;0000;
PIC16LC716;0000;
PIC16LC717;0000;
PIC16LC72;0000;
PIC16LC72A;0000;
PIC16LC73A;0000;
PIC16LC73B;0000;
PIC16LC74;0000;
PIC16LC74A;0000;
PIC16LC74B;0000;
PIC16LC76;0000;
PIC16LC77;0000;
PIC16LC773;0000;
PIC16LC774;0000;
PIC16LC781;0000;
PIC16LC782;0000;
PIC16LCE623;0000;
PIC16LF1823;0141;pic_13
PIC16LF1824;0142;pic_13
PIC16LF1825;0143;pic_13
PIC16LF1826;0144;pic_13
PIC16LF1827;0145;pic_13
PIC16LF1828;0146;pic_13
PIC16LF1829;0147;pic_13
PIC16LF505;0000;pic_18
PIC16LF506;0000;pic_15
PIC16LF526;0000;pic_27
PIC16LF54;0000;pic_16
PIC16LF57;0000;pic_17
PIC16LF59;0000;pic_17
PIC16LF627A;1040;pic_21
PIC16LF628A;1060;pic_21
PIC16LF631;1420;pic_10
PIC16LF639;10A0;pic_9
PIC16LF648A;1100;pic_21
PIC16LF677;1440;pic_10
PIC16LF685;04A0;pic_10
PIC16LF687;1320;pic_10
PIC16LF689;1340;pic_10
PIC16LF690;1400;pic_10
PIC16LF722;1980;
PIC16LF722A;1B60;
PIC16LF723;1960;
PIC16LF723A;1B40;
PIC16LF724;1940;
PIC16LF726;1920;
PIC16LF727;1900;
PIC16LF73;0600;pic_19
PIC16LF737;0BA0;pic_22
PIC16LF74;0620;pic_19
PIC16LF747;0BE0;pic_22
PIC16LF76;0640;pic_19
PIC16LF767;0EA0;pic_22
PIC16LF77;0660;pic_19
PIC16LF777;0DE0;pic_22
PIC16LF818;04C0;pic_23
PIC16LF819;04E0;pic_23
PIC16LF83;0000;
PIC16LF84;0000;
PIC16LF84A;0560;pic_23
PIC16LF87;0720;pic_14
PIC16LF870;0D00;pic_25
PIC16LF871;0D20;pic_25
PIC16LF872;08E0;pic_25
PIC16LF873;0960;pic_25
PIC16LF873A;0E40;pic_24
PIC16LF874;0920;pic_25
PIC16LF874A;0E60;pic_24
PIC16LF876;09E0;pic_25
PIC16LF876A;0E00;pic_24
PIC16LF877;09A0;pic_25
PIC16LF877A;0E20;pic_24
PIC16LF88;0760;pic_14
PIC16LF913;13E0;pic_9
PIC16LF914;13C0;pic_9
PIC16LF916;13A0;pic_9
PIC16LF917;1380;pic_9
PIC16LF946;1460;pic_9
PIC18F1220;07E0;pic_32
PIC18F1320;07C0;pic_32
PIC18F2221;2160;pic_49
PIC18F2321;2120;pic_49
PIC18F2410;1160;pic_34
PIC18F242;0480;pic_28
PIC18F2420;1140;pic_35
PIC18F2423;1150;pic_35
PIC18F2450;2420;pic_33
PIC18F2455;1260;pic_36
PIC18F2458;2A60;pic_36
PIC18F248;0800;pic_31
PIC18F2480;1AE0;pic_37
PIC18F24J10;1D00;pic_50
PIC18F24J11;4D80;pic_83
PIC18F24J50;4C00;pic_86
PIC18F2510;1120;pic_38
PIC18F2515;0CE0;pic_42
PIC18F252;0400;pic_29
PIC18F2520;1100;pic_39
PIC18F2523;1110;pic_39
PIC18F2525;0CC0;pic_43
PIC18F2550;1240;pic_40
PIC18F2553;2A40;pic_40
PIC18F258;0840;pic_30
PIC18F2580;1AC0;pic_41
PIC18F2585;0EE0;pic_44
PIC18F25J10;1C00;pic_52
PIC18F25J11;4DA0;pic_81
PIC18F25J50;4C20;pic_85
PIC18F2610;0CA0;pic_38
PIC18F2620;0C80;pic_39
PIC18F2680;0EC0;pic_45
PIC18F2682;2700;pic_48
PIC18F2685;2720;pic_47
PIC18F26J11;4DC0;pic_82
PIC18F26J50;4C40;pic_84
PIC18F4221;2140;pic_49
PIC18F4321;2100;pic_49
PIC18F4410;10E0;pic_34
PIC18F442;04A0;pic_28
PIC18F4420;10C0;pic_35
PIC18F4423;10D0;pic_35
PIC18F4450;2400;pic_33
PIC18F4455;1220;pic_36
PIC18F4458;2A20;pic_36
PIC18F448;0820;pic_31
PIC18F4480;1AA0;pic_37
PIC18F44J10;1D20;pic_50
PIC18F44J11;4DE0;pic_83
PIC18F44J50;4C60;pic_86
PIC18F4510;10A0;pic_38
PIC18F4515;0C60;pic_42
PIC18F452;0420;pic_29
PIC18F4520;1080;pic_39
PIC18F4523;1090;pic_39
PIC18F4525;0C40;pic_43
PIC18F4550;1200;pic_40
PIC18F4553;2A00;pic_40
PIC18F458;0860;pic_30
PIC18F4580;1A80;pic_41
PIC18F4585;0EA0;pic_46
PIC18F45J10;1C20;pic_52
PIC18F45J11;4E00;pic_81
PIC18F45J50;4C80;pic_85
PIC18F4610;0C20;pic_38
PIC18F4620;0C00;pic_39
PIC18F4680;0E80;pic_45
PIC18F4682;2740;pic_48
PIC18F4685;2760;pic_47
PIC18F46J11;4E20;pic_82
PIC18F46J50;4CA0;pic_84
PIC18F63J11;3900;pic_62
PIC18F63J90;3800;pic_62
PIC18F64J11;3920;pic_80
PIC18F64J90;3820;pic_50
PIC18F65J10;1520;pic_52
PIC18F65J11;3960;pic_52
PIC18F65J15;1540;pic_53
PIC18F65J50;4100;pic_72
PIC18F65J90;3860;pic_52
PIC18F66J10;1560;pic_54
PIC18F66J11;4440;pic_69
PIC18F66J15;1580;pic_55
PIC18F66J16;4460;pic_70
PIC18F66J50;4140;pic_73
PIC18F66J55;4160;pic_74
PIC18F66J90;5000;pic_88
PIC18F66J93;5040;
PIC18F67J10;15A0;pic_56
PIC18F67J11;4480;pic_71
PIC18F67J50;4180;pic_75
PIC18F67J90;5020;pic_87
PIC18F67J93;5060;
PIC18F83J11;3980;pic_63
PIC18F83J90;3880;pic_62
PIC18F84J11;39A0;pic_64
PIC18F84J90;38A0;pic_50
PIC18F85J10;15E0;pic_57
PIC18F85J11;39E0;pic_65
PIC18F85J15;1700;pic_58
PIC18F85J50;41A0;pic_78
PIC18F85J90;38E0;pic_52
PIC18F86J10;1720;pic_59
PIC18F86J11;44E0;pic_66
PIC18F86J15;1740;pic_60
PIC18F86J16;4500;pic_67
PIC18F86J50;41E0;pic_79
PIC18F86J55;4200;pic_77
PIC18F86J90;5080;pic_88
PIC18F86J93;50C0;
PIC18F87J10;1760;pic_61
PIC18F87J11;4520;pic_68
PIC18F87J50;4220;pic_76
PIC18F87J90;50A0;pic_87
PIC18F87J93;50E0;
PIC18LF1220;07E0;pic_32
PIC18LF1320;07C0;pic_32
PIC18LF2221;2160;pic_49
PIC18LF2321;2120;pic_49
PIC18LF2410;1160;pic_34
PIC18LF242;0480;pic_28
PIC18LF2420;1140;pic_35
PIC18LF2423;1150;pic_35
PIC18LF2450;2420;pic_33
PIC18LF2455;1260;pic_36
PIC18LF2458;2A60;pic_36
PIC18LF248;0800;pic_31
PIC18LF2480;1AE0;pic_37
PIC18LF24J10;1D40;pic_50
PIC18LF24J11;4E40;pic_83
PIC18LF24J50;4CC0;pic_86
PIC18LF2510;1120;pic_38
PIC18LF2515;0CE0;pic_42
PIC18LF252;0400;pic_29
PIC18LF2520;1100;pic_39
PIC18LF2523;1110;pic_39
PIC18LF2525;0CC0;pic_43
PIC18LF2550;1240;pic_40
PIC18LF2553;2A40;pic_40
PIC18LF258;0840;pic_30
PIC18LF2580;1AC0;pic_41
PIC18LF2585;0EE0;pic_44
PIC18LF25J10;1C40;pic_52
PIC18LF25J11;4E60;pic_81
PIC18LF25J50;4CE0;pic_85
PIC18LF2610;0CA0;pic_38
PIC18LF2620;0C80;pic_39
PIC18LF2680;0EC0;pic_45
PIC18LF2682;2700;pic_48
PIC18LF2685;2720;pic_47
PIC18LF26J11;4E80;pic_82
PIC18LF26J50;4D00;pic_84
PIC18LF4221;2140;pic_49
PIC18LF4321;2100;pic_49
PIC18LF4410;10E0;pic_34
PIC18LF442;04A0;pic_28
PIC18LF4420;10C0;pic_35
PIC18LF4423;10D0;pic_35
PIC18LF4450;2400;pic_33
PIC18LF4455;1220;pic_36
PIC18LF4458;2A20;pic_36
PIC18LF448;0820;pic_31
PIC18LF4480;1AA0;pic_37
PIC18LF44J10;1D60;pic_50
PIC18LF44J11;4EA0;pic_83
PIC18LF44J50;4D20;pic_86
PIC18LF4510;10A0;pic_38
PIC18LF4515;0C60;pic_42
PIC18LF452;0420;pic_29
PIC18LF4520;1080;pic_39
PIC18LF4523;1090;pic_39
PIC18LF4525;0C40;pic_43
PIC18LF4550;1200;pic_40
PIC18LF4553;2A00;pic_40
PIC18LF458;0860;pic_30
